Protein ID,Gene name,Control1,Control2,Control3,Disease1,Disease2,Disease3
O15273, TCAP ,-0.053494951,0.193123109,-0.114524248,0.175559121,0.192872677,-0.080971506
O15294, OGT ,1.125344503,1.438719435,0.873080285,1.084393161,1.032247203,0.951578876
O15305, PMM2 ,0.119069129,-0.233912522,-0.077561914,-0.084334854,-0.195476714,-0.446254004
O15321, TM9SF1 ,-0.73828588,-1.033363054,-0.823284961,-0.670610069,-0.902536367,-0.698004504
O15327, INPP4B ,0.802515655,1.316629312,1.064408054,1.117184905,0.564421745,0.80187407
O15344, MID1 ,-3.370163595,-3.275369881,-2.128244317,-3.197795536,-2.910775529,-3.663812422
O15347, HMGB3 ,-1.408982371,-0.922561229,-1.368719097,-1.406081979,-1.171322368,-1.085968964
O15355, PPM1G ,-0.044885306,0.094119893,-0.204318646,0.101439209,-0.136833258,0.018974043
O15357, INPPL1 ,1.238197843,1.057468009,0.932082221,1.142381712,1.04890478,1.336999737
O15371, EIF3D ,2.043892474,2.078706915,1.691591778,2.234603949,1.961776936,1.989983993
O15372, EIF3H ,1.948145466,2.142343406,1.929081606,2.570285681,2.051961867,2.342146517
O15381, NVL ,-2.325064488,-3.972524031,-1.731036006,-3.380878683,-4.064345917,-2.806055551
O15382, BCAT2 ,3.246543543,3.130313006,3.011960892,2.900896364,2.736965601,3.040317247
O15394, NCAM2 ,-0.589957725,-0.579438118,-0.552669329,-0.989942182,-0.752212973,-0.692942099
O15400, STX7 ,1.545153532,2.040089432,2.115895173,1.735364347,2.098410988,2.132880729
O15427, SLC16A3 ,-4.308721385,-4.345038835,-4.330091561,-4.061762964,-3.517025751,-3.74936286
O15439, ABCC4 ,-4.115402672,-3.934416499,-5.659246601,-4.311107641,-5.869041251,-5.391919694
O15460, P4HA2 ,1.386977494,1.482316862,1.322343705,1.343484242,1.187704224,1.341443304
O15484, CAPN5 ,-0.153390602,0.098209168,-0.803318863,-0.126899109,-0.670506153,-0.484300067
O15498, YKT6 ,1.571830334,1.9738379,1.588231575,1.887751903,1.533505567,1.104021446
O15511, ARPC5 ,0.653064518,0.644896163,0.716889112,0.452912654,0.619682929,0.297941665
O15530, PDPK1,-0.833556935,-0.826703433,-0.737887266,-0.432447378,-0.610135155,-0.912581349
O15533, TAPBP ,-3.273868983,-3.540500812,-2.971484985,-2.448827204,-2.680327412,-3.107953001
O15541, RNF113A ,-3.896951736,-3.958916096,-4.083730992,-3.489806081,-3.880868776,-4.104387496
O43143, DHX15 ,1.479041689,1.428443613,1.273608121,1.369863496,1.194066946,1.453620417
O43148, RNMT ,0.417498471,0.261995903,0.079533938,0.078423603,0.186886457,0.305505542
O43149, ZZEF1 ,0.514099622,0.296216602,0.337827596,0.657094075,0.706033165,0.639172272
O43150, ASAP2 ,-0.794417755,-0.889956563,-0.61904867,-1.212772595,-1.250537033,-0.87101339
O43157, PLXNB1 ,-4.380009383,-4.366157606,-3.803824647,-4.536185199,-4.390034846,-4.442299061
O43164, PJA2 ,-1.804235384,-2.248793789,-2.194014482,-1.698179639,-2.059835466,-2.214720906
O43169, CYB5B ,-0.118500878,-0.06756177,0.075703995,-0.003995762,0.224740515,-0.043438792
O43172, PRPF4 ,-0.677409194,-1.179337182,-0.799597492,-0.408232468,-0.633955577,-0.52748155
O43175, PHGDH ,2.374365293,2.667123118,2.262796148,2.082600856,1.978465446,1.809858084
O43181, NDUFS4 ,3.000543889,2.975533897,2.786271745,1.962034999,2.584417521,2.904196357
O43236, SEPT4 ,-3.920188817,-4.220415091,-4.260695895,-4.066903467,-3.784881609,-3.506886071
O43237, DYNC1LI2 ,2.793680465,3.026983759,3.079732384,3.712953476,3.581689492,2.809154006
O43242, PSMD3 ,2.321051399,2.395052013,2.226105256,2.48359058,2.28217441,2.250208372
O43252, PAPSS1 ,0.176497228,0.048461506,-0.279380867,-0.081938838,-0.0537317,-0.010029813
O43264, ZW10 ,1.497426622,1.432659889,1.327564001,1.532635488,1.086202532,1.604441638
O43272, PRODH ,0.328186519,-0.103271571,1.161301321,-0.184901845,0.498752701,0.615240721
O43290, SART1 ,-0.413349428,-0.574254776,-0.445302784,-0.616741063,-0.577841423,-0.424671581
O43292, GPAA1 ,-4.936970416,-4.759802454,-4.898507551,-4.643450818,-4.775103672,-4.98143738
O43293, DAPK3 ,-0.801774706,-0.695318176,-0.748609876,-0.355409107,-0.69776777,-0.646873844
O43294, TGFB1I1 ,0.301493178,0.398745327,0.677428406,0.278999168,0.41497543,0.519932538
O43295, SRGAP3 ,-4.762827406,-3.886340288,-4.5726273,-3.813149182,-4.673288441,-4.345412747
O43301, HSPA12A ,1.429785622,1.472663017,1.459388357,1.321915296,1.266864207,1.421426461
O43306, ADCY6 ,-0.819408199,-0.840804651,-1.077280299,-0.681177812,-0.676975649,-0.929925886
O43310, CTIF ,-2.926026417,-3.52356194,-3.069833452,-2.529393709,-3.680062167,-3.203385903
O43312, MTSS1 ,-0.576374915,-0.967348311,-1.008010094,-0.624944368,-1.089699282,-0.917389906
O43314, PPIP5K2 ,-0.277278487,-0.078251429,-0.318500519,-0.276424167,-0.445096396,-0.299419847
O43324, EEF1E1 ,-0.049319215,0.280377893,0.499074853,0.327758692,-0.002796095,0.090898723
O43325, LYRM1 ,-2.165790553,-1.38865985,-1.249429546,-1.65776078,-1.264288867,-1.46748156
O43379, WDR62 ,-1.918481738,-2.266561838,-1.63826681,-1.881462194,-1.347774699,-2.198141659
O43390, HNRNPR ,3.060868838,2.330817794,2.59663976,2.799416665,2.594935894,3.350531559
O43395, PRPF3 ,-0.110126153,-0.129569885,-0.276052849,0.027162243,-0.30312845,-0.030049415
O43396, TXNL1 ,3.514311228,3.560496397,3.030465063,3.321010266,3.227862419,3.092751334
O43399, TPD52L2 ,2.354489482,2.503033795,2.152203322,2.338160141,2.785970381,2.501959234
O43402, EMC8 ,0.919831091,1.048989752,0.500126625,0.854740583,1.248327144,1.285508907
O43414, ERI3 ,0.054727961,0.195033584,0.083137794,0.113323743,-0.145275566,0.003957169
O43426, SYNJ1 ,-0.645542036,-1.088253945,-1.070137634,-1.359783564,-0.997002796,-1.067863094
O43427, FIBP ,-2.856086329,-2.444937824,-2.283607407,-3.04412528,-2.62120667,-3.399770487
O43432, EIF4G3 ,-0.2733283,-0.15720926,-0.165698844,0.010184952,-0.34577483,-0.324954336
O43447, PPIH ,-4.401096293,-4.94397136,-4.929195788,-4.454196203,-5.239207073,-4.756646133
O43464, HTRA2 ,-0.969843796,-1.71721273,-1.290343507,-1.271212989,-0.898210673,-0.50832072
O43488, AKR7A2 ,1.753761397,1.745638062,1.955668501,1.910407109,1.525046511,1.605343154
O43491, EPB41L2 ,4.614763502,4.418094074,4.165799155,4.202257176,4.328699102,4.505488794
O43493, TGOLN2 ,-0.116446317,-0.207804869,-0.148395904,-0.46984479,0.02553401,0.141942906
O43504, LAMTOR5 ,1.806495506,1.433105121,1.558896299,2.002004399,1.727061691,1.719571969
O43505, B4GAT1 ,-1.195706475,-1.456197853,-1.774726227,-1.150057886,-0.939361798,-1.484568615
O43556, SGCE ,-0.35003946,0.839374632,-0.286013533,0.085841489,-0.631132675,0.256603593
O43583, DENR ,1.163172013,1.400650532,1.154397561,1.201770237,1.54758908,1.319526871
O43598, DNPH1 ,-2.044885306,-2.002143434,-2.046664974,-1.937132132,-1.989785516,-2.099890071
O43615, TIMM44 ,3.02644199,3.041125326,2.818194466,2.911031369,3.184321116,3.25196528
O43617, TRAPPC3 ,-4.021285273,-4.19073676,-3.454981177,-3.681766424,-3.992039097,-3.740172752
O43633, CHMP2A ,-0.051593493,0.889549949,0.785741042,0.637091522,0.741811752,0.376908844
O43639, NCK2 ,0.63553334,0.153979697,0.344209214,0.33295185,0.588262523,0.665153647
O43660, PLRG1 ,-2.053474043,-2.88474134,-2.210684905,-2.45342464,-2.33631835,-2.194246047
O43670, ZNF207 ,-5.301949466,-4.674308877,-5.195183893,-5.140486263,-5.251309197,-5.435044242
O43674, NDUFB5 ,3.008902996,3.437085864,4.463973975,3.294027103,3.632493145,3.629717242
O43676, NDUFB3 ,1.81871233,1.677135921,1.877403842,1.342104558,2.088714768,1.773985831
O43677, NDUFC1 ,-1.905969127,-0.468725561,0.829159686,-1.110634473,-1.67545469,-2.015202702
O43678, NDUFA2 ,3.009353463,3.488230235,3.385643168,3.100772761,3.667762978,3.30389598
O43681, ASNA1 ,-0.197599867,-0.482522926,-0.602512635,-0.41322489,-0.379940058,-0.452582034
O43684, BUB3 ,1.39993856,1.425476734,1.330326303,1.101339758,0.969955188,1.420914486
O43707, ACTN4 ,3.929833541,3.745409935,4.053748655,3.965508573,4.058359749,3.897348529
O43708, GSTZ1 ,-4.628534823,-4.644402669,-5.087939462,-4.728915152,-3.678259792,-3.993441785
O43715, TRIAP1 ,-1.361978718,-0.920305222,-0.67754957,-0.892843996,-0.265979778,-0.908251869
O43716, GATC ,-0.287914698,-0.800962635,-1.102439032,-0.574502131,-0.202269232,-0.709796622
O43719, HTATSF1 ,2.536115774,2.555281574,2.285028282,2.683561366,2.326328739,2.703454175
O43739, CYTH3 ,-0.710985256,-0.969743358,-0.866427284,-0.387037892,-0.772924053,-0.754016957
O43741, PRKAB2 ,2.227611331,2.366983049,2.276554278,2.381392684,2.732925046,2.424545582
O43747, AP1G1 ,0.919618084,1.05484034,1.017998465,0.942471312,0.799919265,0.751863551
O43760, SYNGR2 ,-0.533662327,-0.674343755,-0.610698737,0.142575028,-0.273013314,-0.098245304
O43765, SGTA ,2.298866904,2.053050788,2.072045227,2.419703011,2.090756387,1.834748128
O43766, LIAS ,1.50134612,1.318689836,1.409593968,1.294914429,1.445199049,1.695898681
O43768, ENSA ,1.225071033,2.302100494,1.826388556,1.208009149,2.554227367,1.320295752
O43772, SLC25A20 ,3.091683557,2.741477216,3.143513657,2.722813217,2.761401431,3.268308166
O43776, NARS ,1.542666007,1.702640438,1.694304165,1.89637533,1.487314466,1.687579988
O43795, MYO1B ,-0.028147318,-0.37077362,0.02897101,-0.216139678,-0.308858513,-0.105337043
O43805, SSNA1 ,-3.913767293,-3.93391536,-3.657840662,-3.724395427,-3.449644551,-3.595494957
O43809, NUDT21 ,0.290185073,0.216165755,0.038766171,0.342171891,0.075913313,0.436458702
O43813, LANCL1 ,0.902474829,1.089197415,0.962865469,1.077554345,0.886389018,0.936183901
O43815, STRN ,2.174017037,2.133006184,2.104768935,2.178861672,2.006750412,2.358386956
O43819, SCO2 ,0.625512325,1.049148189,1.02764374,1.3755327,1.401472528,1.076719787
O43822, C21orf2 ,-2.589715133,-2.553208488,-2.445873974,-2.187786333,-2.358961798,-2.71562995
O43823, AKAP8 ,-1.734392327,-1.579846404,-1.759670978,-1.918991935,-1.943032921,-1.849706119
O43824, GTPBP6 ,-0.471274124,-0.594440679,-0.183038672,-0.797413654,0.083041422,-0.355362335
O43837, IDH3B ,4.073417436,4.733176871,4.702147233,4.163392613,4.46934274,4.646719081
O43847, NRD1 ,-3.230618005,-3.264617611,-3.429451953,-3.435791623,-3.809504325,-3.504114382
O43852, CALU ,4.034603627,4.360741558,4.336722245,4.430292047,4.245685619,3.951632045
O43861, ATP9B,-2.266405041,-2.442322092,-2.584059067,-3.051748894,-3.069200445,-2.412576051
O43865, AHCYL1 ,0.303682174,0.308975273,0.405051491,0.11281077,0.25324856,0.322687645
O43866, CD5L ,0.217293217,1.316936385,1.399049631,1.307228281,0.890145165,0.04033058
O43896, KIF1C ,1.516988888,1.029849944,1.36050124,1.174009035,1.211523864,1.331344234
O43903, GAS2 ,-2.838340208,-2.638007982,-2.560925374,-2.77158269,-2.817388004,-2.84367006
O43909, EXTL3 ,-7.591418992,-3.213006142,-7.390929376,-6.496764956,-7.391753881,-8.500298795
O43920, NDUFS5 ,1.525272193,2.749705707,2.372228789,2.037677681,2.654777277,1.931446924
O43924, PDE6D ,-3.04050228,-2.837110217,-2.625763587,-2.777978907,-3.004704696,-2.9259296
O43933, PEX1 ,-2.575594024,-2.679480083,-2.958326724,-2.453377892,-3.073270012,-2.683196063
O60216, RAD21 ,-0.431575915,-0.535677015,-0.468539641,-0.295153297,-0.374564884,-0.375000272
O60220, TIMM8A ,2.099814359,2.819666343,3.461432055,2.812658371,3.602008026,3.010682396
O60229, KALRN ,-4.295604802,-1.693938639,-2.908149325,-1.822477309,-2.570890563,-2.582575879
O60231, DHX16 ,-4.319904658,-4.959664011,-4.657648174,-4.269771632,-4.557283364,-4.37662991
O60234, GMFG ,-1.952935104,-2.055791678,-1.810924302,-1.951503277,-1.733995922,-2.209384644
O60237, PPP1R12B ,4.162744611,4.384689442,4.528819994,4.322845349,4.624428795,4.097436559
O60238, BNIP3L ,-2.640068338,-2.640799615,-2.989056661,-2.823927072,-2.972093536,-2.765140307
O60240, PLIN1 ,-2.092983821,-3.90797831,-3.306398207,-2.488608008,-3.516694156,-2.678255473
O60243, HS6ST1 ,-3.345521668,-3.29668826,-3.41201699,-3.26726299,-3.231249431,-3.051799637
O60245, PCDH7 ,0.999586911,1.0565226,0.65989446,1.396336608,0.373889962,0.606568311
O60256, PRPSAP2 ,-1.649076353,-1.630071189,-1.572377815,-1.040223204,-1.255271065,-1.265501553
O60260, PARK2 ,-0.703058792,-1.061140184,-0.528268923,-0.701784646,-0.006283274,-0.719742713
O60262, GNG7 ,-1.056194727,-0.904508908,-0.897271339,-0.799417655,-0.638908986,-1.154086952
O60264, SMARCA5 ,-0.758662598,-1.009274695,-0.660453815,-0.979975046,-1.06975629,-0.982759055
O60271, SPAG9 ,3.253701022,3.161302727,3.010116285,3.217179554,3.168896949,3.326404755
O60296, TRAK2 ,-3.453436013,-3.022156085,-2.922155765,-3.455506468,-1.87337424,-3.067345823
O60313, OPA1 ,5.114591216,4.994751944,5.076233024,5.225165245,4.999524017,4.835555079
O60315, ZEB2 ,-4.200004822,-3.768428703,-4.445977851,-4.24213092,-3.89631455,-4.280931026
O60318, MCM3AP ,-3.201134684,-3.218928794,-3.358358586,-3.19400221,-2.72828053,-3.322764529
O60331, PIP5K1C ,-0.639628827,-0.459529956,-0.74502681,-0.101173541,-0.517238958,-0.408166309
O60333, KIF1B ,-0.880634073,-1.141670846,-1.311102067,-2.374380495,-1.485720674,-0.877850343
O60341, KDM1A ,-0.465531658,-0.47910689,-0.569772138,-0.435099074,-0.750749899,-0.302798446
O60343, TBC1D4 ,2.414825932,2.403999244,1.849955036,2.419383936,2.465526579,2.484866702
O60347, TBC1D12 ,-1.418375823,-1.185686777,-0.824837516,-0.895620164,-1.131338135,-1.353994835
O60437, PPL ,-0.197761613,0.098311251,-0.754580056,0.195336514,-0.256457004,-0.15649946
O60447, EVI5 ,-5.669683814,-5.512295717,-4.888873302,-5.717013594,-4.993158972,-5.793373502
O60488, ACSL4 ,0.466935451,0.239956978,0.409565263,0.640134288,0.35550611,0.286003782
O60493, SNX3 ,0.774403878,0.780600541,0.610578709,0.895572654,0.938105474,0.734811555
O60499, STX10 ,-2.802055714,-2.811031344,-2.642188956,-2.573295147,-2.5246259,-2.703111521
O60502, MGEA5 ,1.612129645,1.572634373,1.427423735,1.886713619,1.2083395,1.604261267
O60503, ADCY9 ,-1.342125983,-1.488612516,-1.504707071,-1.124710562,-1.456578964,-1.276553192
O60504, SORBS3 ,0.649600971,0.469035974,0.577846753,0.525567281,0.701841312,0.730917595
O60506, SYNCRIP ,3.768487527,3.024031266,3.168494532,3.71522979,2.985902304,3.966460514
O60518, RANBP6 ,-1.400872825,-1.291757064,-1.972382444,-1.143726329,-0.638200314,-1.727349685
O60524, NEMF ,-0.355390881,-0.483699059,-0.491084703,-0.23199089,-0.157224561,-0.315743901
O60547, GMDS ,-0.738756503,-0.832782772,-0.880608107,-0.903741317,-0.847214961,-0.630649705
O60551, NMT2 ,-3.032797924,-3.496669365,-3.053850394,-2.603348905,-3.127427114,-2.886523461
O60563, CCNT1 ,-1.421556595,-1.408655185,-1.643022299,-1.374424752,-1.167692008,-1.318340152
O60568, PLOD3 ,0.043648152,0.215130587,0.24538778,-0.228486649,-0.123382408,0.067119351
O60573, EIF4E2 ,-2.686394755,-2.727670485,-2.571334979,-2.767043713,-2.69202,-2.586078825
O60609, GFRA3 ,-4.119774426,-4.618321081,-3.533954993,-3.821571946,-2.891761711,-3.975041142
O60610, DIAPH1 ,0.67619694,0.856073029,0.342255585,0.8534657,0.365530574,0.421160257
O60613, SEP15 ,0.159550838,0.519917924,0.098781866,0.672732834,0.208285771,0.327153586
O60645, EXOC3 ,0.772989702,1.034605411,0.817264302,0.994805488,0.722128026,0.774066009
O60662, KLHL41 ,2.934084102,3.742881823,2.456612608,3.263199771,2.323024351,2.249170504
O60664, PLIN3 ,3.417449444,3.39532207,3.265613797,3.203346396,3.616858931,3.135317029
O60669, SLC16A7 ,2.742154391,2.814052193,2.402544135,2.247513048,2.583451215,2.88576382
O60683, PEX10 ,-0.406202919,-0.491067854,-1.121724703,-0.897685925,-0.634084022,-0.98351794
O60684, KPNA6 ,0.256629994,0.21230362,0.275530895,0.439191692,0.213577446,0.20165251
O60701, UGDH ,-0.021628829,0.056890333,0.30786277,0.092100827,0.00051721,-0.082538612
O60704, TPST2 ,-1.967438613,-1.456587701,-1.522780463,-1.740619039,-1.262004314,-1.797298708
O60706, ABCC9 ,0.211684509,0.062447434,0.334686639,0.29998432,0.084056854,0.116747716
O60711, LPXN ,-3.973597575,-4.060734368,-4.164091613,-3.87160553,-3.840767118,-4.440928556
O60716, CTNND1 ,3.148091637,3.073419939,2.913731232,3.103406913,3.205650579,3.28604314
O60733, PLA2G6 ,-4.496696696,-4.324925421,-4.855927253,-5.17718198,-5.145337811,-4.72388535
O60739, EIF1B ,1.731606406,1.908681668,1.879270603,1.781156021,1.78645032,1.83636158
O60749, SNX2 ,2.10581817,2.069572126,2.026446281,1.891207461,1.842798513,1.982994882
O60762, DPM1 ,-2.127958905,-2.475668532,-2.308455439,-1.256353975,-2.194396661,-2.204573546
O60763, USO1 ,3.852579966,3.378187971,3.403841588,3.66312336,3.319090536,3.606446743
O60783, MRPS14 ,-0.077253878,-0.080098522,0.577770116,0.096937195,0.55510078,0.323257603
O60784, TOM1 ,1.909463863,1.770514402,1.695717302,1.665513238,1.937565401,1.736705234
O60825, PFKFB2 ,2.337488662,1.809102336,1.775397666,1.589415304,2.091533387,1.76142307
O60826, CCDC22 ,0.538441219,0.596066088,0.179747824,0.553867263,0.482198258,0.477293173
O60828, PQBP1 ,-3.624379384,-3.772201237,-3.854437407,-3.37573095,-3.506311276,-3.356099218
O60830, TIMM17B ,-2.820724316,-3.155918127,-2.916214467,-3.026109504,-3.205596392,-3.736768916
O60831, PRAF2 ,-1.45259757,-1.392355654,-1.159553169,-0.958004858,-1.182926127,-1.320941083
O60832, DKC1 ,-1.067509051,-1.194888576,-1.25934439,-0.594854567,-0.898210673,-0.826129984
O60841, EIF5B ,2.107642501,1.9145199,2.006752088,2.131923488,1.944032963,2.30083842
O60861, GAS7 ,-0.998097286,-1.11576864,-1.060085637,-1.014044639,-1.84314085,-1.441181703
O60869, EDF1 ,0.715500373,1.081782061,0.674015098,0.980082665,1.368081958,0.695610875
O60879, DIAPH2 ,0.426131445,0.412932369,0.542863876,0.287136138,0.365209325,0.488399184
O60884, DNAJA2 ,2.962458885,2.625211349,2.76903504,3.128121147,2.679728892,2.943937559
O60885, BRD4 ,-3.306367528,-3.413391958,-3.756627153,-3.667380224,-3.397516277,-3.114184239
O60888, CUTA ,0.924084636,1.409810007,1.306275604,1.28959973,1.503708487,1.296825978
O60925, PFDN1 ,0.670258615,1.53247621,2.253870426,1.60141959,1.621943532,1.175570591
O60927, PPP1R11 ,-1.012170104,-1.296392986,-1.19420641,-1.109621118,-0.941426648,-1.04437167
O60934, NBN ,0.46150261,0.975811739,0.290946191,0.020614067,-0.044782136,0.125295663
O60936, NOL3 ,0.010529019,0.018242979,0.308386306,0.442084567,0.935186678,0.381020802
O60941, DTNB ,-1.055566422,-0.930703855,-1.416060916,-0.473928813,-0.880198308,-0.938782109
O75023, LILRB5 ,-3.997437459,-4.200608739,-4.283458897,-4.264020562,-4.338640032,-4.209486103
O75027, ABCB7 ,0.403948951,0.805261517,0.38048277,0.614245124,1.199915425,0.726615435
O75030, MITF ,-2.680312066,-3.010485019,-3.197980356,-2.342148349,-2.275946589,-2.628418249
O75044, SRGAP2,-1.1874233,-1.043959103,-1.145904749,-1.277510047,-0.929948671,-1.235425969
O75063, FAM20B ,-1.462169281,-1.448303633,-1.54352632,-1.283523013,-1.585893925,-1.327119952
O75083, WDR1 ,4.180965075,4.200583471,4.077136898,4.170614775,3.988068533,4.132630619
O75112, LDB3 ,5.966253653,6.071601306,5.946163954,6.343351799,5.975719319,5.920269725
O75113, N4BP1 ,-0.664162626,-0.47105637,-0.756704459,-0.935711023,-0.730421149,-0.875182088
O75116, ROCK2 ,3.140731804,2.943361848,3.012338981,3.139934031,3.068187427,3.135004912
O75122, CLASP2 ,1.140229146,0.948948475,0.966109019,1.147091234,0.879229783,1.092879899
O75127, PTCD1 ,-4.451076379,0.144223397,-2.117433208,-4.331755708,-0.902691096,-4.013363787
O75128, COBL ,2.052757736,2.025588788,1.50281998,2.307711071,1.913819488,2.289440724
O75131, CPNE3 ,2.283637172,2.378377137,2.369870239,2.302616407,2.19348803,2.343173673
O75140, DEPDC5 ,-2.193999935,-1.936966649,-2.048824733,-2.006205661,-1.938457371,-2.153781858
O75143, ATG13 ,-4.605201253,-4.915494548,-4.609197379,-4.013406991,-3.859687001,-4.663360684
O75146, HIP1R ,0.643035941,0.405361309,0.435707066,0.788018519,0.329427978,0.473012439
O75147, OBSL1 ,2.613480098,2.695049813,2.474079949,2.892472429,2.671762653,2.552007618
O75150, RNF40 ,-0.156868031,-0.271671339,-0.072822016,-0.138831365,-0.232726965,-0.230656086
O75151, PHF2 ,-2.071991969,-2.283912686,-2.218223291,-1.872667875,-1.847617048,-1.815908197
O75152, ZC3H11A ,-1.26601735,-1.287322684,-1.459860564,-1.508844589,-1.461015404,-1.27449528
O75153, CLUH ,2.538059686,2.421096562,2.382794805,2.553082139,2.541275616,2.700546406
O75155, CAND2 ,2.171335779,2.060536319,1.987843124,2.184411772,1.589445658,1.704085523
O75157, TSC22D2 ,-0.222419285,-0.058656922,-0.361353131,-0.031734936,-0.265283281,-0.166251581
O75165, DNAJC13 ,0.995247368,0.610452875,1.026483717,1.033284708,0.752536692,1.035576258
O75167, PHACTR2 ,-0.046299346,0.214659811,0.121986984,0.656633924,0.92776586,0.865204734
O75170, PPP6R2 ,-1.140874159,-1.370943193,-1.249157622,-0.707836315,-0.866401214,-1.133065136
O75175, CNOT3 ,-3.321353996,-3.485732823,-3.606594074,-3.280347532,-3.193696006,-3.191112068
O75177, SS18L1 ,-5.380764699,-5.506571223,-5.680599545,-5.11584513,-5.390399319,-4.818749461
O75179, ANKRD17 ,-0.596614575,-0.483637938,-0.757800071,-0.60572384,-0.759620743,-0.619611045
O75190, DNAJB6 ,1.604000275,1.579085951,1.413177593,1.344862608,1.468161557,1.431322997
O75208, COQ9 ,2.490918159,2.221096125,2.517677387,2.399623982,2.641441512,2.640333863
